codigo,denominacion_generica_es,denominacion_generica_val,denominacion_especifica,denominacion,regimen,tipo_via,direccion,numero,codigo_postal,localidad,provincia,telefono,fax,cod_edificacion,longitud,latitud,titular,cif,comarca,url_es,url_va,fe_constitucion
3011495,CONSERVATORIO PROFESIONAL DE MÚSICA Y ELEMENTAL DE DANZA,CONSERVATORI PROFESSIONAL DE MUSICA I ELEMENTAL DE DANSA,CONSERV. PROF. DE MÚSICA I ELEM. DE DANSA V. LILLO CÁNOVAS,CONSERV. PROF. DE MÚSICA I ELEM. DE DANSA V. LILLO CÁNOVAS,PÚB.,CARRER,CERVANTES,10-12,3690,SANT VICENT DEL RASPEIG,ALICANTE/ALACANT,965676256.0,,1,-0.522387,38.395962,AJUNTAMENT DE SANT VICENT DEL RASPEIG,P0312200I,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03011495,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03011495,
3011835,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA FCO. CASANOVAS,CONSERVATORIO PROFESIONAL DE MÚSICA FCO. CASANOVAS,PÚB.,CARRER,UNIÓN MUSICAL TORREVEJENSE,47,3181,TORREVIEJA,ALICANTE/ALACANT,965712311.0,966700558.0,1,-0.680712,37.979137,AYUNTAMIENTO DE TORREVIEJA,P0313300F,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03011835,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03011835,12/09/2002
3012451,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA,PÚB.,AVINGUDA,PRÍNCIPE DE ESPAÑA,3,3160,ALMORADÍ,ALICANTE/ALACANT,966780750.0,,1,-0.799568,38.106568,AYUNTAMIENTO DE ALMORADÍ,P0301500E,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03012451,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03012451,
3012505,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,PÚB.,CARRER,CAMÍ VELL D'ALACANT,1,3590,ALTEA,ALICANTE/ALACANT,965679605.0,,1,-0.051721,38.597254,GENERALITAT VALENCIANA,S0300138E,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03012505,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03012505,
3012751,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,AUSIÀS MARCH,21,3770,VERGER (EL),ALICANTE/ALACANT,965751144.0,965751210.0,1,0.009908,38.848005,ASOCIACIÓN MUSICAL EL VERGER,G03114725,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03012751,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03012751,
3012827,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORIO PROFESIONAL DE MÚSICA MARIANA BACHES,CONSERVATORIO PROFESIONAL DE MÚSICA MARIANA BACHES,PÚB.,CARRER,PALOMAS-LA CARRASCA,S/N,3190,PILAR DE LA HORADADA,ALICANTE/ALACANT,965351370.0,965352072.0,1,-0.785066,37.865791,AYUNTAMIENTO DE PILAR DE LA HORADADA,P0314200G,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03012827,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03012827,
3012852,ESCUELA PÚBLICA DE MÚSICA Y DANZA,ESCOLA PÚBLICA DE MÚSICA I DANSA,E. DE MÚSICA I DANSA MUNICIPAL MESTRE PENELLA,E. DE MÚSICA I DANSA MUNICIPAL MESTRE PENELLA,PÚB.,AVINGUDA,MASNOU,1,3710,CALP,ALICANTE/ALACANT,965839123.0,965839907.0,1,0.043763,38.64292,AJUNTAMENT DE CALP,P0304700H,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03012852,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03012852,
3013078,CENTRO AUTORIZADO ELEMENTAL DE MÚSICA,CENTRE AUTORITZAT ELEMENTAL DE MÚSICA,CENTRE ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM,CENTRE ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM,PRIV.,CARRER,CARDENAL BELLUGA,3-3,3005,ALACANT,ALICANTE/ALACANT,965922456.0,,1,-0.494589,38.346831,"JORGE PONS, JUAN DOMENECH, EDUARDO PERIS",B03962594,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013078,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013078,
3013406,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA S. MUS.DE ARTE MUS. LA FILARMÓNICA,ESCUELA PRIVADA DE MÚSICA S. MUS.DE ARTE MUS. LA FILARMÓNICA,PRIV.,CARRER,LA FILARMÓNICA,23,3360,CALLOSA DE SEGURA,ALICANTE/ALACANT,966756411.0,,1,-0.874738,38.127641,SOCIEDAD DE ARTE MUSICAL LA FILARMÓNICA,G03106903,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013406,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013406,
3013741,CONSERVATORIO PROFESIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE BERENGUER,CONSERVATORI PROFESSIONAL DE MÚSICA MESTRE BERENGUER,PÚB.,CARRER,JASMILER,S/N,3725,TEULADA,ALICANTE/ALACANT,965740488.0,965740166.0,1,0.104028,38.728129,AJUNTAMENT DE TEULADA,P0312800F,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013741,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013741,
3013820,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA JOSÉ SEGUÍ,ESCOLA PRIVADA DE MÚSICA JOSÉ SEGUÍ,PRIV.,CARRER,SAN FRANCISCO,33,3510,CALLOSA D'EN SARRIÀ,ALICANTE/ALACANT,965881894.0,,1,-0.123392,38.650553,ASSOCIACIÓ ESCOLA DE MÚSICA JOSÉ SEGUÍ,G03957214,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013820,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013820,
3013844,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MANUEL LATTUR,ESCOLA PRIVADA DE MÚSICA MANUEL LATTUR,PRIV.,CARRER,DOCTOR MANUEL LATTUR,5,3700,DÉNIA,ALICANTE/ALACANT,966420600.0,,1,0.113178,38.839423,ASSOCIACIÓ ESCOLA DE MÚSICA MANUEL LATTUR,G03999760,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013844,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013844,
3013856,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL LA ARTÍSTICA,PRIV.,CARRER,MENÉNDEZ PELAYO,46,3660,NOVELDA,ALICANTE/ALACANT,965607172.0,,1,-0.768839,38.386662,UNIÓN MUSICAL LA ARTÍSTICA,G03156460,EL VINALOPÓ MITJÀ/EL VINALOPÓ MEDIO,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013856,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013856,
3013935,ESCUELA PRIVADA DE MÚSICA Y DANZA,ESCOLA PRIVADA DE MÚSICA I DANSA,ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI,ESCOLA PRIVADA DE MÚSICA I DANSA DE L'ALFAS DEL PI,PRIV.,PLAÇA,DE LA CULTURA,1,3580,ALFÀS DEL PI (L'),ALICANTE/ALACANT,622149163.0,,1,-0.099008,38.579264,SOCIEDAD MUSICAL LA LIRA DE L'ALFÀS DEL PI,G03102522,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013935,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013935,
3013947,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,E. DE MÚSICA MUNICIPAL,PÚB.,AVINGUDA,JAUME I,31,3750,PEDREGUER,ALICANTE/ALACANT,966456200.0,966456776.0,1,0.033512,38.795127,AJUNTAMENT DE PEDREGUER,P0310100C,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013947,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013947,
3013959,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,ESCOLA PRIVADA DE MÚSICA SANTA CECILIA,PRIV.,AVINGUDA,ALACANT,23,3698,AGOST,ALICANTE/ALACANT,965691036.0,,1,-0.637617,38.437775,ASOCIACIÓN ESCUELA DE MÚSICA SANTA CECILIA D'AGOST,G03980810,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013959,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013959,
3013960,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,PRIV.,CARRER,SAN FERNANDO,7,3793,CASTELL DE CASTELLS,ALICANTE/ALACANT,686963319.0,,1,-0.193197,38.725212,UNIÓN MUSICAL DE LA PRIMITIVA CASTELL DE CASTELLS,G03243771,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013960,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013960,
3013972,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL,ESCOLA PRIVADA DE MÚSICA ARTE MUSICAL,PRIV.,CARRER,RUPERTO CHAPÍ,1,3369,RAFAL,ALICANTE/ALACANT,966752583.0,,1,-0.849229,38.102326,ASOCIACIÓN ESCUELA DE MÚSICA ARTE MUSICAL,G53302980,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013972,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013972,
3013984,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,CARRER,TOMÁS ORTUÑO,8,3501,BENIDORM,ALICANTE/ALACANT,965853356.0,965853356.0,1,-0.131046,38.53702,ASOCIACIÓN UNIÓN MUSICAL DE BENIDORM,G03084977,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013984,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013984,
3013996,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL,ESCOLA PRIVADA DE MÚSICA DE L'ATENEU MUSICAL,PRIV.,CARRER,PLA,S/N,3820,COCENTAINA,ALICANTE/ALACANT,965591759.0,,1,-0.440574,38.741032,ASOCIACIÓN ATENEO MUSICAL DE COCENTAINA,G03188679,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03013996,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03013996,
3014010,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA AGRUPACIÓN MUSICAL,PRIV.,CARRER,RAFOL DE ALMUNIA,4,3780,PEGO,ALICANTE/ALACANT,965572802.0,,1,-0.121273,38.842052,ASSOCIACIÓ AGRUPACIÓ MUSICAL DE PEGO,G03188455,LA MARINA ALTA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014010,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014010,
3014022,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA LA AURORA,ESCUELA PRIVADA DE MÚSICA LA AURORA,PRIV.,CARRER,MARQUESA DOS AGUAS,4-1,3340,ALBATERA,ALICANTE/ALACANT,965486679.0,965485742.0,1,-0.869352,38.178577,ASOCIACIÓN ESCUELA DE MÚSICA LA AURORA,G03984721,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014022,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014022,
3014034,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA MESTRE ALFOSEA,ESCOLA PRIVADA DE MÚSICA MESTRE ALFOSEA,PRIV.,CARRER,ASTILLEROS,4,3130,SANTA POLA,ALICANTE/ALACANT,966691101.0,,1,-0.556141,38.190316,ASOCIACIÓN MUSICAL ESCUELA MÚSICA MESTRE ALFOSEA,G03971058,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014034,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014034,
3014046,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,CARRER,NOU,36,3530,NUCIA (LA),ALICANTE/ALACANT,966897570.0,,1,-0.124214,38.618865,ASOCIACIÓN ESCOLA UNIÓN MUSICAL LA NUCIA,G03130614,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014046,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014046,
3014058,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER,ESCOLA PRIVADA DE MÚSICA AMANDO BLANQUER,PRIV.,CARRER,LA CORDETA,10,3801,ALCOI,ALICANTE/ALACANT,965545418.0,,1,-0.472391,38.69576,CORPORACIÓN MUSICAL PRIMITIVA DE ALCOY,G54430863,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014058,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014058,
3014071,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA VERGE DE LA PAU,ESCOLA PRIVADA DE MÚSICA VERGE DE LA PAU,PRIV.,CARRER,CANALEJAS,8,3698,AGOST,ALICANTE/ALACANT,965692148.0,,1,-0.639011,38.439201,ASOCIACIÓN ESCOLA DE MÚSICA VERGE DE LA PAU,G03984846,L'ALACANTÍ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014071,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014071,
3014083,CONSERVATORIO ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,CONSERVATORI ELEMENTAL DE MÚSICA,PÚB.,CARRER,DEL LLAVADOR,1,3450,BANYERES DE MARIOLA,ALICANTE/ALACANT,966568401.0,,1,-0.656074,38.721031,AJUNTAMENT DE BANYERES DE MARIOLA,P0302100C,L'ALCOIÀ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014083,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014083,
3014198,ESCUELA PÚBLICA DE MÚSICA,ESCOLA PÚBLICA DE MÚSICA,E. DE MÚSICA MUNICIPAL,E. DE MÚSICA MUNICIPAL,PÚB.,CARRER,NUESTRA SEÑORA DE LORETO,34,3187,MONTESINOS (LOS),ALICANTE/ALACANT,966721027.0,966721087.0,1,-0.743795,38.028738,AYUNTAMIENTO DE LOS MONTESINOS,P0314100I,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014198,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014198,
3014204,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL,ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL,PRIV.,CARRER,JUAN XXIII,2,3370,REDOVÁN,ALICANTE/ALACANT,966755289.0,966754852.0,1,-0.907719,38.114001,UNIÓN MUSICAL DE REDOVÁN,G03429388,EL BAIX SEGURA/LA VEGA BAJA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014204,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014204,
3014216,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA DEL ATENEU MUSICAL,ESCOLA PRIVADA DE MÚSICA DEL ATENEU MUSICAL,PRIV.,CARRER,PELAYO,3,3570,VILA JOIOSA (LA),ALICANTE/ALACANT,966850178.0,,1,-0.234319,38.505049,ATENEU MUSICAL,G03256179,LA MARINA BAIXA,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014216,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014216,
3014228,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,ESCOLA PRIVADA DE MÚSICA UNIÓN MUSICAL,PRIV.,CARRER,AUSIÀS MARCH,32,3330,CREVILLENT,ALICANTE/ALACANT,965402961.0,,1,-0.813397,38.244854,ESCUELA DE MÚSICA UNIÓN MUSICAL DE CREVILLENT,G53077335,EL BAIX VINALOPÓ,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014228,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014228,
3014290,ESCUELA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA,ESCOLA PRIVADA DE MÚSICA TRADICIONAL LA XAFIGÀ,ESCOLA PRIVADA DE MÚSICA TRADICIONAL LA XAFIGÀ,PRIV.,CARRER,ESTACIÓ,S/N,3830,MURO DE ALCOY,ALICANTE/ALACANT,966516901.0,,1,-0.440537,38.77841,JOVENTUTS MUSICALS DEL COMTAT,G53300935,EL COMTAT,https://www.ceice.gva.es/web/centros-docentes/ficha-centro?codi=03014290,https://www.ceice.gva.es/va/web/centros-docentes/ficha-centro?codi=03014290,
