any,cif,nom,quantia,tipus_subvencio
2024,G97032205,"5.677,93 ALBORACHE PRIMITIVA ALBORACHE PRIMITIVA CLUTURAL ASOCIACION",5677.93,A_escoles_no_formals
2024,G46117016,"95.151,67 ALBORAYA D'ALBORAYA MUSICAL SOCIETAT D'ALBORAYA MUSICAL SOCIETAT",95151.67,A_escoles_no_formals
2024,G46171724,"31.546,61 ALBUIXECH ALBUIXECH ESLAVA CENTRO MUSICAL SOCIEDAD",31546.61,A_escoles_no_formals
2024,G12212874,"11.105,40 XIVERT ALCALA CECILIA SANTA MUSICAL ASOCIACIÓN XIVE ALCALA CECILIA SANTA MUSICAL ASOCIACION",11105.4,A_escoles_no_formals
2024,G96370135,"31.212,89 ALCASSER CECILIA SANTA ALCAS CECILIA SANTA ASOCIACIO",31212.89,A_escoles_no_formals
2024,G03102613,"6.724,79 ALCOI ALCOYANA SINFÓNICA ORQUESTA ALCOYANA SINFONICA ORQUESTA",6724.79,A_escoles_no_formals
2024,G03125234,"26.071,91 ALCOI MUSICAL UNIÓ SOCIETAT D'ALCOI MUSICAL UNION SOCIETAT",26071.91,A_escoles_no_formals
2024,G54430863,"15.787,78 ALCOI BLANQUER AMANDO ALCOY PRIMITIVA MUSICAL CORPORACION",15787.78,A_escoles_no_formals
2024,G42613976,"39.636,53 ALCOI CRESCENDO D'ALCOI CRESCENDO",39636.53,A_escoles_no_formals
2024,G12246724,"39.561,66 ALCORA, GIL SERRANO VICENT L'ALCORA L'ALCALATÉN MUSICAL AGRUPACIÓ",39561.66,A_escoles_no_formals
2024,G46172508,"11.779,77 ALCUBLAS ALCUBLANA MUSICAL UNION",11779.77,A_escoles_no_formals
2024,G46065561,"24.502,31 ALDAIA D'ALDAIA MUSICAL UNIÓ D'ALDAIA MUSICAL UNIO",24502.31,A_escoles_no_formals
2024,G96618103,"8.882,91 ALFAFAR ALFAFAR",8882.91,A_escoles_no_formals
2024,G46880654,"22.969,69 PATRIARCA DEL ALFARA MUSICAL AGRUPACIÓN PATRIARCA DEL ALFARA MUSICAL AGRUPACIÓ",22969.69,A_escoles_no_formals
2024,G46190740,"26.187,87 ALFARP LIRA MUSICAL PROTECTORA SOC. ALFARP LIRA MUSCIAL PROTECTORA SOCIEDAD",26187.87,A_escoles_no_formals
2024,G98935521,"11.142,44 ALFARRASI D'ALFARRASI",11142.44,A_escoles_no_formals
2024,G03102522,"21.891,50 PI, DEL ALFAS DEL L'ALFAS LIRA MUSICAL SOCIEDAD",21891.5,A_escoles_no_formals
2024,G46352480,"5.552,54 PALANCIA ALGAR CULTURAL MÚSICO AGRUPACIÓN PALANCIA ALGAR CULTURAL MUSICO AGRUPACION",5552.54,A_escoles_no_formals
2024,G46146759,"64.379,14 ALGEMESI GANS MORENO JOSÉ D'ALGEMESI MUSICAL SOCIETAT",64379.14,A_escoles_no_formals
2024,G98392350,"31.370,87 ALGEMESI DOLÇAINA TABALET ALGEMESI DOLCAINA TABALET ASSOCIACIO",31370.87,A_escoles_no_formals
2024,G97024343,"20.269,30 ALFARA ALGIMIA BARONIA BARONIA",20269.3,A_escoles_no_formals
2024,G46173746,"65.095,03 ALGINET CHOVÍ PÉREZ PASCUAL ALGINET MUSICAL ARTISTICA SOCIETAT",65095.03,A_escoles_no_formals
2024,G03703543,"8.244,50 ALGORFA ALGORFA CULTURAL S.MUSICAL ALGORFA CULTURAL MUSICAL SOCIEDAD",8244.5,A_escoles_no_formals
2024,G03521218,"1.853,60 ALGUEÑA ALGUEÑENSE MUSICAL UNIÓN ALGUEÑENSE MUSICAL UNION SOCIEDAD",1853.6,A_escoles_no_formals
2024,V46065348,"22.177,10 ALMASSERA MUSICAL ESTUDIO CENTRO ALMASSERA MUSICAL ESTUDIO CENTRO",22177.1,A_escoles_no_formals
2024,G98167570,"14.742,43 ALMASSERA MUSICAL ARTÍSTICA UNIÓN ASOC. D'ALMASSERA ARTISTICA UNIO CULTURAL ASOC",14742.43,A_escoles_no_formals
2024,G12039392,"92.190,30 ALMASSORA MANRIQUE AGUT MESTRE ESMERALDA MUSICAL INSTRUCTIVO UNION",92190.3,A_escoles_no_formals
2024,G12205936,"26.524,53 ALMENARA SI-FA-SOL ALMENARA CECILIA SANTA MUSICAL ASOCIACION",26524.53,A_escoles_no_formals
2024,G46937306,"18.573,64 ALMOINES L'ALMOINA MUSICAL ASOCIACIÓN L'ALMOINA MUSICAL ASSOCIACIO",18573.64,A_escoles_no_formals
2024,G03103462,"52.009,10 ALMORADI MUSICAL UNIÓN ALMORADI MUSICAL UNION",52009.1,A_escoles_no_formals
2024,G97019186,"13.850,29 COMTESSA(L') ALQUERIA comt l'alqueria",13850.29,A_escoles_no_formals
2024,G12491643,"22.114,97 PERDIDO NIÑO DEL ALQUERIAS BONRETORN ""BONRETORN"" CULTURAL ASOC",22114.97,A_escoles_no_formals
2024,G03100609,"62.581,95 ALTEA D'ALTEA ALTEANENSE FILHARMONICA SOCIETAT",62581.95,A_escoles_no_formals
2024,G12036166,"24.978,94 ALTURA CULTURAL MUSICAL UNIÓN ALTURA CULTURAL MUSICAL UNION",24978.94,A_escoles_no_formals
2024,G46094736,"54.053,34 ALZIRA MUSICAL SOCIEDAD EDUCANDOS ALZIRA MUSICAL SOCIEDAD",54053.34,A_escoles_no_formals
2024,V46172540,"16.700,90 ANNA MARÍN MAESTRO ANNA ARTISTICA NUEVA MUSICAL SOCIEDAD",16700.9,A_escoles_no_formals
2024,G96470695,"6.807,24 ANTELLA PROTECTORA PROTECTORA ASSOCIACIO",6807.24,A_escoles_no_formals
2024,G12035762,"9.184,73 ARTANA ARTANENSE MUSICAL UNIÓ ARTANENSE MUSICAL UNION",9184.73,A_escoles_no_formals
2024,G03230935,"37.429,54 ASPE ALCOLEA MAESTRO ASPE GILABERT MAESTRO MUSICAL ATENEO",37429.54,A_escoles_no_formals
2024,G54767744,"36.420,09 ASPE ESPERANZA ASPE ESPERANZA MUSICAL ASOCIACION",36420.09,A_escoles_no_formals
2024,G54356746,"10.216,96 ASPE NIEVES LAS VIRGEN CULT. NIEVES LAS VIRGEN CULTURAL SOC.MUSICAL",10216.96,A_escoles_no_formals
2024,G12214565,"22.634,60 MAESTRAT DEL ATZENETA D/ATZENETA CECILIA SANTA BANDA MUSICAL SOCIETAT",22634.6,A_escoles_no_formals
2024,G46175022,"22.879,52 AYORA AYORENSE MUSICAL SOCIEDAD AYORENSE MUSICAL SOCIEDAD",22879.52,A_escoles_no_formals
2024,G53209466,"19.911,29 MARIOLA BANYERES FERRE TINA BANYERES NOVA MUSICAL AGRUPACION",19911.29,A_escoles_no_formals
2024,G46352688,"11.905,33 BARX STA.CECILIA MUSICAL INSTRUCT. SOC. BARX CECILIA SANTA MUSICAL UNIO SOCIETAT",11905.33,A_escoles_no_formals
2024,G46185724,"7.884,93 BARXETA BARXETA CECILIA SANTA MUSICAL UNION",7884.93,A_escoles_no_formals
2024,G46172524,"14.741,60 BELLREGUARD CECILIA SANTA MUSICAL ARTISTICO AGRUPACION",14741.6,A_escoles_no_formals
2024,G96420146,"8.647,94 BENAGUASIL ART BENAGUASIL CULTURAL MUSICAL ATENEU",8647.94,A_escoles_no_formals
2024,G46084679,"29.715,75 BENAGUASIL MUSICAL UNIÓN MUSICAL UNION CULTURAL INSTRUCTIVO CENTRO",29715.75,A_escoles_no_formals
2024,V12292652,"10.341,51 BENASAL BMFES CELADES ABSALOM SEGURES FUENTE BANDA",10341.51,A_escoles_no_formals
2024,G46202396,"12.363,73 BENETUSSER BENETÚSSER MUSICAL UNIÓ BENETUS MUSICAL UNIO CULTURAL ARTISTICA SOCIEDAD",12363.73,A_escoles_no_formals
2024,G03181278,"4.942,24 BENIARBEIG BENIARBEIG MUSICAL UNIO",4942.24,A_escoles_no_formals
2024,G46703039,"21.192,39 BENIARJO MARCH AUSIÀS MUSICAL ART. AGRUP. MARCH AUSIAS ARTISTICO-MUSICAL AGRUPACIO",21192.39,A_escoles_no_formals
2024,G12036240,"43.524,03 BENICARLO BENICARLÓ CIUDAD BENICARLO CIUDAD MUSICAL ASOCIACION",43524.03,A_escoles_no_formals
2024,G12099891,"63.480,91 BENICASSIM CECILIA SANTA BENICASIM CECILIA SANTA MUSICAL UNION",63480.91,A_escoles_no_formals
2024,G46787024,"9.137,18 XÚQUER BENICULL BENICULL BENICULL MUSICAL UNION",9137.18,A_escoles_no_formals
2024,G53848313,"7.911,27 BENIDOLEIG SEGUILI BENIDOLEIG SEGUILI MUSICAL AGRUPACIO",7911.27,A_escoles_no_formals
2024,G03084977,"43.288,67 BENIDORM MUSICAL UNIÓN BENIDORM MUSICAL UNION",43288.67,A_escoles_no_formals
2024,G53217980,"9.803,01 BENIDORM BENIDORM L'ILLA BENIDORM L'ILLA MUSICAL SOCIETAT",9803.01,A_escoles_no_formals
2024,G54388285,"52.469,13 BENIDORM BENIDORM NOVA BENIDORM NOVA MUSICAL SOCIETAT",52469.13,A_escoles_no_formals
2024,G46065678,"27.735,90 BENIFAIO BENIFAIÓ SAM BENIFAIO MUSICAL ARTISTICO SOCIETAT",27735.9,A_escoles_no_formals
2024,G98523418,"23.898,79 BENIFAIO LLOPIS MARTÍNEZ PASCUAL BENIFAIO AMICS ASOCIACIO",23898.79,A_escoles_no_formals
2024,G46171849,"19.915,98 VALLDIGNA BENIFAIRO RAFAELA- -PEPE SERRA SERRA JOSÉ L'ENTUSIASTA MUSICAL SOCIETAT",19915.98,A_escoles_no_formals
2024,G46172896,"13.266,94 BENIGANIM TROPICAL MUSICAL SOCIETAT TROPICAL MUSICAL SOCIETAT",13266.94,A_escoles_no_formals
2024,G46152450,"20.112,70 BENIMODO MUSICAL UNIÓ BENIMODO MUSICAL UNIO SOCIETAT",20112.7,A_escoles_no_formals
2024,G46394128,"20.976,97 BENIPARRELL MUSICAL INSTRUCTIVO CENTRO BENIPARRELL MUSICAL INSTRUCTIVO CENTRO",20976.97,A_escoles_no_formals
2024,G96589031,"32.784,17 BENIRREDRA BENIRREDRÀ MUSICAL SOCIETAT",32784.17,A_escoles_no_formals
2024,G46173118,"82.455,60 BETERA MUSICAL ARTÍSTIC CENTRE BETERA MUSICAL ARTISTIC CENTRE",82455.6,A_escoles_no_formals
2024,G12231551,"18.455,72 BETXI MUSICAL UNIÓN BETXI MUSICAL UNION",18455.72,A_escoles_no_formals
2024,G03157294,"20.063,63 BIAR BIAR MUSICAL SOCIETAT BIAR MUSICAL UNIO SOCIETAT",20063.63,A_escoles_no_formals
2024,G03436367,"38.278,14 BIGASTRO MUSICAL UNIÓN BIGASTRO UNION",38278.14,A_escoles_no_formals
2024,G97128045,"37.824,76 BOCAIRENT MUSICAL UNIÓ BOCAIRENT MUSICAL UNIÓ ASSOCIACIÓ",37824.76,A_escoles_no_formals
2024,G96680772,"8.614,95 MIRAMBELL BONREPOS TRADICIONAL TABALS DOLÇAINES BRAMA",8614.95,A_escoles_no_formals
2024,G46996443,"54.057,86 MIRAMBELL BONREPOS MIRAMBELL BONREPOS MUSICAL SOCIETAT",54057.86,A_escoles_no_formals
2024,G12452090,"24.890,04 BORRIOL SALA RAMÓN BORRIOLENCA LIRA MUSICAL UNIO",24890.04,A_escoles_no_formals
2024,G46172391,"6.170,35 BUGARRA BUGARRA MUSICAL C.INST.UNIÓN MUSICAL UNION INSTRUCTIVO CENTRO",6170.35,A_escoles_no_formals
2024,G96935507,"45.573,99 BUÑOL GARCÍA CARRASCOSA MANUEL GARCIA CARRASCOSA MANUEL",45573.99,A_escoles_no_formals
2024,G46057725,"51.070,11 BUÑOL AYLLON LUIS BUÑOL ARTISTICA MUSICAL SOCIEDAD",51070.11,A_escoles_no_formals
2024,G46102497,"44.844,30 BURJASSOT SILOS SILOS MUSICAL AGRUPACION",44844.3,A_escoles_no_formals
2024,G03769791,"11.292,21 BUSOT CANELOBRE CANELOBRE-UMB",11292.21,A_escoles_no_formals
2024,G12419362,"10.804,89 CALIG CALIG VILA CALIG VILA MUSICAL AGRUPACION",10804.89,A_escoles_no_formals
2024,G03106903,"15.812,17 SEGURA CALLOSA FILARMÓNICA MUS. ARTE MUS.DE FILARMONICA MUSICAL ARTE",15812.17,A_escoles_no_formals
2024,G03957214,"59.479,71 SARRIA D'EN CALLOSA SEGUÍ JOSÉ SEGUI JOSE",59479.71,A_escoles_no_formals
2024,G13671847,"27.460,85 MIRRA, CAMP MIRRA BENEIXAMA-CAMP MIRRA CAMP BENEIXAMA",27460.85,A_escoles_no_formals
2024,G46191391,"11.098,74 CAMPORROBLES MAR-CHICA MUSICAL UNIÓN MAR-CHICA MUSICAL UNION",11098.74,A_escoles_no_formals
2024,G46121174,"23.458,00 CANALS CANALENSE MUSICAL ASOCIACIÓN CANALENSE MUSICAL ASOCIACION",23458.0,A_escoles_no_formals
2024,G46563771,"25.781,80 CANALS GUEROLA BIOSCA LUIS JOSÉ CANALS CECILIA SANTA MUSICAL UNION",25781.8,A_escoles_no_formals
2024,G96293840,"40.081,93 BERENGUER D'EN CANET BERENGUER D'EN CANET BERENGUER D'EN CANET MUSICAL SOCIETAT",40081.93,A_escoles_no_formals
2024,G13868823,"18.351,32 CAÑADA CANYADA CANYADA MUSICAL",18351.32,A_escoles_no_formals
2024,G46174405,"32.292,68 CARCAIXENT CARCAIXENTINA LIRA RECR MUSICAL SOCIETAT CARCAIXENTI CASINO LIRIA",32292.68,A_escoles_no_formals
2024,G46171757,"15.826,58 CARCER VALLE CARCER VALLE MUSICAL ARTISTICO SOCIEDAD",15826.58,A_escoles_no_formals
2024,G46172169,"26.164,51 CARLET L'ARTÍSTICA CARLET ARTISTICA MUSICAL AGRUPACION",26164.51,A_escoles_no_formals
2024,G46171815,"34.745,79 CARLET MUSICAL UNIÓN CARLET MUSICAL UNIO SOCIETAT",34745.79,A_escoles_no_formals
2024,G53045134,"40.183,80 CASTALLA SOGALL TRADICIONAL SOGALL PERCUSSIO DOLÇAINERS COLLA",40183.8,A_escoles_no_formals
2024,G53443024,"38.531,82 CASTALLA CECILIA SANTA CASTALLA FOIA CECILIA SANTA",38531.82,A_escoles_no_formals
2024,G03243771,"23.488,44 CASTELLS CASTELL CASTELLS CASTELL PRIMITIVA MUSICAL UNION",23488.44,A_escoles_no_formals
2024,G96399704,"36.260,50 CASTELLÓ LIRA LIRA CULTURAL ASSOCIACIO",36260.5,A_escoles_no_formals
2024,G12894317,"18.768,73 CASTELLÓ METRÒNOM METRONOM ASOC",18768.73,A_escoles_no_formals
2024,R4600418J,"14.685,71 CASTELLÓ CALASANCIA LANDRIANI ESCOLAPIA COMUNIDAD CASA",14685.71,A_escoles_no_formals
2024,G12385340,"12.516,88 CASTELLÓ GRAU DEL MUSICAL UNIÓ GRAU DEL MUSICAL UNIO",12516.88,A_escoles_no_formals
2024,G96902705,"18.068,20 RUGAT CASTELLO BENICADELL RUGAT CASTELLO BENICADELL",18068.2,A_escoles_no_formals
2024,V96915566,"18.511,68 CATADAU MUSICAL ENSEÑANZA CENTRO CATADAU MUSICAL ENSEÑANZA CENTRO",18511.68,A_escoles_no_formals
2024,G46351367,"26.952,31 CATARROJA CATARROJA MUSICAL UNIÓ SOCIETAT CATARROJA MUSICAL UNIO",26952.31,A_escoles_no_formals
2024,G96495643,"14.079,96 CATARROJA ARTESANA ARTESANA",14079.96,A_escoles_no_formals
2024,G12384905,"7.118,33 CATI CATINENSE MUSICAL UNIÓN CATINENSE MUSICAL UNION",7118.33,A_escoles_no_formals
2024,G03111986,"37.243,36 CATRAL CONSTANCIA CATRAL CONSTANCIA MUSICAL UNION SOCIEDAD",37243.36,A_escoles_no_formals
2024,G96473111,"3.100,97 FUENTES LAS CAUDETE VINO DEL TIERRA COMARCAL FEDE MUSICALES SOCIEDADES COMARCAL COORDINADORA",3100.97,A_escoles_no_formals
2024,G12225595,"10.046,57 MAESTRE DEL CERVERA CECILIA SANTA MUSICAL UNIÓN MAESTRE DEL CERVERA CECILIA SANTA MUSICAL UNION",10046.57,A_escoles_no_formals
2024,G46174389,"9.160,00 CHELLA GRACIA VIRGEN GRACIA VIRGEN MUSICAL UNION",9160.0,A_escoles_no_formals
2024,G96518089,"69.490,98 CHELVA TURIA ALTO COMARCAL TURIA ALTO DEL MUSICALES SOC. COMARCAL COORD.",69490.98,A_escoles_no_formals
2024,G46206355,"47.854,58 CHESTE LIRA CHESTE LIRA BANDA ASOCIACION",47854.58,A_escoles_no_formals
2024,G46150843,"34.610,10 CHIVA NAVARRO GARCÍA MAESTRO CHIVA ARTISTICA MUSICAL SOCIEDAD",34610.1,A_escoles_no_formals
2024,G46168001,"8.515,54 CHULILLA CHULILLA LIRA CHULILLA LIRA MUSICAL SOCIEDAD",8515.54,A_escoles_no_formals
2024,G12626933,"4.836,52 CINCTORRES CINCTORRANA MUSICAL SOCIETAT",4836.52,A_escoles_no_formals
2024,G03101649,"15.630,75 COCENTAINA CONTESTANA MUSICAL UNIÓN CONTESTANA MUSICAL UNION",15630.75,A_escoles_no_formals
2024,G03188679,"18.988,49 COCENTAINA MUSICAL L'ATENEU COCENTAINA MUSICAL ATENEO ASOCIACION",18988.49,A_escoles_no_formals
2024,G98573967,"30.149,98 CORBERA CORBERA",30149.98,A_escoles_no_formals
2024,G96364336,"7.867,61 PALLAS CORTES CORBINET CORBINET",7867.61,A_escoles_no_formals
2024,G53284246,"18.464,04 COX QUIRANTE ANTONIO COX QUIRANTE ANTONIO",18464.04,A_escoles_no_formals
2024,G53077335,"33.763,11 CREVILLENT MUSICAL UNIÓN CREVILLENT MUSICAL UNION",33763.11,A_escoles_no_formals
2024,G46150793,"32.537,60 CULLERA CHORNET MESTRE CULL CECILIA SANTA INSTRUCTIVA MUSICAL SOCIEDAD",32537.6,A_escoles_no_formals
2024,G46086401,"33.134,76 CULLERA PELLICER OLIVERT M.JOAQUÍN ATENEO CULLERA MUSICAL ATENEO SOCIEDAD",33134.76,A_escoles_no_formals
2024,G46339180,"15.621,51 DAIMUS DAIMUSENSE MUSICAL ASSOCIACIO",15621.51,A_escoles_no_formals
2024,G53411120,"6.572,64 NUEVA DAYA RODRIGO MAESTRO RODRIGO MAESTRO",6572.64,A_escoles_no_formals
2024,G03999760,"49.613,96 DENIA LATTUR MANUEL LATTUR MANUEL",49613.96,A_escoles_no_formals
2024,G03100625,"11.922,86 DOLORES DOLORES MUSICAL ESTUDIO CENTRO DOLORES MUSICAL UNION SOCIEDAD",11922.86,A_escoles_no_formals
2024,G97369425,"9.749,87 DOMEÑO CECILIA SANTA MUSICAL ARTÍST. SO. DOMEÑO CECILIA STA. MUSICAL ARTIST. SOC.",9749.87,A_escoles_no_formals
2024,G46558409,"28.511,91 ELIANA, MUSICAL UNIÓ L'ELIANA MUSICAL UNIO",28511.91,A_escoles_no_formals
2024,G98763964,"65.946,41 ELIANA, MONTEALEGRE MONTEALEGRE MUSICAL ASOC",65946.41,A_escoles_no_formals
2024,G96581376,"22.752,72 ENGUERA VENTURA MAESTRO VENTURA MAESTRO",22752.72,A_escoles_no_formals
2024,G97031173,"15.790,60 ESTIVELLA ARNAU DANIEL ARNAU DANIEL",15790.6,A_escoles_no_formals
2024,G54442165,"14.666,94 FINESTRAT CAMPANA PUIG MUSICAL CENTRE CAMPANA PUIG MUSICAL CENTRE DEL",14666.94,A_escoles_no_formals
2024,G46173886,"72.883,18 FOIOS FOIOS STA.CECILIA MUSICAL C.ART. CECILIA SANTA MUSICAL ARTISTIC CENTRE",72883.18,A_escoles_no_formals
2024,G03156130,"16.206,45 NEUS FONDÓ MUSICAL UNIÓN NIEVES LAS HONDON MUSICAL UNION",16206.45,A_escoles_no_formals
2024,G97028781,"17.375,30 FIGUERA, FONT FONTINA LIRA FONTINA LIRA",17375.3,A_escoles_no_formals
2024,G96409958,"20.310,14 CARROS, D'EN FONT CARRÒS CARROS",20310.14,A_escoles_no_formals
2024,G96343223,"45.892,10 GANDIA GANDIA GRAU MARITIM DISTRICTE GANDIA GRAU ASSOCIACIO",45892.1,A_escoles_no_formals
2024,G96701628,"22.600,97 GANDIA BENIOPA MUSICAL CENTRE BENIOPA MUSICAL CENTRE",22600.97,A_escoles_no_formals
2024,G46172664,"38.654,55 GANDIA BORJA FRANCISCO SAN MUSICAL ARTISTICO UNIO",38654.55,A_escoles_no_formals
2024,R4600413A,"14.992,58 GANDIA CALASSANÇ CALASSANÇ",14992.58,A_escoles_no_formals
2024,G42607853,"22.622,63 GORGOS GATA CODA GORGOS GATA CODA MUSICAL ASSOCIACIO",22622.63,A_escoles_no_formals
2024,G46555561,"8.136,51 GAVARDA MUSICAL UNIÓN GAVARDA MUSICAL UNIO",8136.51,A_escoles_no_formals
2024,G46396990,"13.915,44 GILET MELCHOR RICARDO GILET MUSICAL JUVENTUD",13915.44,A_escoles_no_formals
2024,G46132544,"66.505,73 GODELLA MUSICAL CENTRO GODELLA MUSICAL CASINO",66505.73,A_escoles_no_formals
2024,G96227194,"28.914,34 GODELLETA MUSICAL UNIÓN GODELLETA MUSICAL UNION",28914.34,A_escoles_no_formals
2024,G03178431,"16.126,98 ROCAMORA GRANJA MUSICAL UNIÓN NUEVA SOCIETAT MUSICAL UNION NUEVA MUSICAL SOCIEDAD",16126.98,A_escoles_no_formals
2024,G96311667,"12.405,88 GUADASEQUIES AMICS GUADASEQUIES AMICS",12405.88,A_escoles_no_formals
